Famille;Genre;Espèce;Cultivar;Origine;Année de plantation;Nom du site;Localisation;Photo 1;Photo 2;Photo 3;Géolocalisation
Fabaceae;Trifolium;aureum  Pollich;;JB.Przemyl (Pologne);2008;Jardin des Plantes;B3;;;;47.220075, -1.5444508
Fabaceae;Genista;tinctoria;Humifusa;Remi Legros (gare de Vertou);2015;Jardin des Plantes;A3;;;;47.2209791, -1.5442857
Fagaceae;Fagus;engleriana;;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/57be0723bf3825269c74f851ff2e3c45;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/6337aeb9f62a50be3daf38ef3836a0b9;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/c4e7fe3a23ee9ca5f0a3d1b24c8154b9;47.27065, -1.581714
Fagaceae;Quercus;coccinea;Splendens;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/9df32d42163d69a39b84e673b762a829;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/06689ab11c805bb08657ad6101c16f50;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/cd09542d40019627c8ae4bac5cfd1afa;47.27137, -1.585512
Fagaceae;Quercus;frainetto;;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/363285d55a63e86d7d1f636b834f02a4;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/ba8e09634014c4df53c36abc8309b500;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/7a92bf27ee38ee309318e10f708a54c1;47.269688, -1.585195
Fagaceae;Quercus;frainetto;;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/5f23cfeacedf37eb4b44c79711dfe0ab;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/f7e0a50c17349b0d651017c7a517f879;;47.26968, -1.5852
Fagaceae;Quercus;imbricaria;;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/8a9ea1a03d4dd999a10aae13eabbf030;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/48f050e83b0ca0734098036e02062016;;47.270813, -1.584572
Fagaceae;Quercus;laurifolia;;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/92762fcb7bc9831089aa63592894396a;;;47.270083, -1.584492
Fagaceae;Quercus;myrsinifolia;;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/6df23a30c10b76814a816d5b3fbe02f3;;;47.269962, -1.581537
Garryaceae;Garrya;elliptica;James Roof;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/4e4b2f4e84cff01368fe440ba5302448;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/5d7732d1408b6c160b31e4b0d3610208;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/4eb47feff1c2637d9cd092ab9d368ce9;47.271172, -1.5804
Gentianaceae;Gentiana;siphonantha Maxim.;;Devonian BG Alberta (Canada);2014;Jardin des Plantes;D3;;;;47.2202913, -1.5420155
Geraniaceae;Geranium;maculatum L.;;JB.South Hadley (U.S.A.);2001;Jardin des Plantes;C4;;;;47.2195866, -1.5429564
Geraniaceae;Erodium;manescavi Cosson;;Mr.Gauthier;1991;Jardin des Plantes;B4;;;;47.2205218, -1.5436966
Gunneraceae;Gunnera;manicata Lindl.;;;1973;Jardin des Plantes;C3;;;;47.2198464, -1.5432582
Hamamelidaceae;Parrotia;persica;;;;Parc floral de la Beaujoire;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/c610f8047d008397fd7ac2fbc987d5c5;;;47.261988, -1.535313
Heliconiaceae;Heliconia;rostrata;;;;Jardin d'agronomie tropicale du Grand-Blottereau;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/007e9055628ff8ba26efb4e9ac258c52;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/066b7b7bae87c5105c281e6bc0c313cd;;47.227003, -1.512155
Hydrangeaceae;Philadelphus;lewisii;;Arb.Uni.Seattle Washington (U.S.A.);1997;Jardin des Plantes;B8;;;;47.2206356, -1.543206
Hydrangeaceae;Philadelphus;subcanus;magdalenae;Arboretum Volga Kama, Zapovednik (Russie);2005;Jardin des Plantes;B8;;;;47.2206356, -1.543206
Hydrangeaceae;Philadelphus;schrenkii;;Conservatoire & Arboretum des Barres  sauvage connue : Japon réf. 52004396W;2009;Jardin des Plantes;B8;;;;47.2206356, -1.543206
Hydrangeaceae;Philadelphus;incanus;;JBU.Macea Jud Arad (Roumanie);1986;Jardin des Plantes;B8;;;;47.2206356, -1.543206
Hydrangeaceae;Carpenteria;californica Torr.;;RHS Garden Surrey (Angl.);2014;Jardin des Plantes;C7;;;;47.2198481, -1.5425883
Hydrangeaceae;Deutzia;x hybrida;Mont Rose;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/4b6c9e59b03aedf1236f50e08b7512ec;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/68f1611506d53b1f43aab34d39af57a0;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/0c47888d15c6dbde85659128f5439237;47.27112, -1.581763
Hydrangeaceae;Hydrangea;arborescens;Annabelle;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/c468f2525351edae456216d77388291e;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/d3c88312e6cebe506aaa619b800ab643;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/2af27235f91c2ff3fc646ecc10612804;47.271133, -1.584483
Hydrangeaceae;Philadelphus;;Beauclerk;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/0437384d758ac67dc67b0662fd2bc872;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/6edfb86ab81b5545a334d8b3e6a77aed;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/5d49023bdf31a51a4dd2428d0c105c51;47.271058, -1.585245
Hydrangeaceae;Philadelphus;;Innocence;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/9ec1f72096eb62a00c23d53345daa721;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/a187ce7e0ea9a1a763b247ece8e0bb0e;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/3b7f94576837b82e193204efcc0e5af2;47.271405, -1.582045
Iridaceae;Sisyrinchium;striatum Sm.;;B.G. Kiel (All.);2014;Jardin des Plantes;E3;;;;47.2187942, -1.5432752
Iridaceae;Gladiolus;tenuis M.Bieb.;;Inst.Bot. De Komarovii Perkalsky,Stauropol,Russie;2010;Jardin des Plantes;I1;;;;47.2185256, -1.5421325
Iridaceae;Belamcanda;chinensis DC.;;J.B Nitra (Slovaquie);2011;Jardin des Plantes;D1;;;;47.2200207, -1.542118
Iridaceae;Dierama;dracomontanum Hilliard;;J.B. Limoges (France);2011;Jardin des Plantes;I2;;;;47.2185657, -1.5426599
Iridaceae;Iris;xiphium Desf.;;JB. Wurzburg (Allemagne);2010;Jardin des Plantes;C3;;;;47.2198464, -1.5432582
Iridaceae;Iris;pseudopallida Trinajstic;;JB. Zagreb (Croatie);2010;Jardin des Plantes;C8;;;;47.2202227, -1.5426922
Iridaceae;Iris;sibirica L.;;JB.Chemnitz (Allemagne);2006;Jardin des Plantes;D1;;;;47.2200207, -1.542118
Iridaceae;Iris;bulleyana Dykes.;;JB.Göteborg (Suède);2009;Jardin des Plantes;D1;;;;47.2200207, -1.542118
Iridaceae;Sisyrinchium;bellum S.Watson;;Med.Herb Garden,University of Washington, Seattle, USA;2012;Jardin des Plantes;C4;;;;47.2195866, -1.5429564
Iridaceae;Sisyrinchium;bellum S.Watson;;Medicinal Herb Garden (Seattle USA);2011;Jardin des Plantes;C5;;;;47.2193141, -1.5428001
Iridaceae;Iris;sanguinea Donn.;;Université de Postdam (Allemagne);2011;Jardin des Plantes;C4;;;;47.2195866, -1.5429564
Iridaceae;Iris;sintenisii Janka;sintenisii;Utrecht BG;2010;Jardin des Plantes;E2;;;;47.2190146, -1.5427585
Iridaceae;Iris;sp.;;;1973;Jardin des Plantes;C7;;;;47.2198481, -1.5425883
Ixioliriaceae;Ixiolirion;tataricum Herb.;;JB. Göteborg (Suède);2010;Jardin des Plantes;B9;;;;47.2205226, -1.5429769
Juglandaceae;Juglans;mandshurica;;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/d90ba9217d303736230cf421329cfa4d;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/7b8fd5879876a4c1a3c2e3fbfd8881a9;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/7b76baa53dfbb6c0397935b326cbdeee;47.270108, -1.582417
Lamiaceae;Nepeta;nervosa Royle;;Emmanuel LEPAGE;2015;Jardin des Plantes;E1;;;;47.2190459, -1.5436715
Lamiaceae;Prunella;vulgaris L.;;Inst. Bio. Medic. Tsukuba, Ibaraki;2008;Jardin des Plantes;D1;;;;47.2200207, -1.542118
Lamiaceae;Scutellaria;columnae All.;;Jardin botanique de l'Université de Sienne;2010;Jardin des Plantes;C3;;;;47.2198464, -1.5432582
Lamiaceae;Salvia;deserta Schangin;;JB. Osterr-garten, Graz (Autriche);2011;Jardin des Plantes;E1;;;;47.2190459, -1.5436715
Lamiaceae;Prunella;grandiflora Scholler;;JB.Bremen (Allemagne);2009;Jardin des Plantes;C3;;;;47.2198464, -1.5432582
Lamiaceae;Stachys;macrantha  Stearn;;JB.Göteborg (Suède);2008;Jardin des Plantes;C5;;;;47.2193141, -1.5428001
Lamiaceae;Phlomis;lunariifolia Sm.;pungens Maire;JB.Nice (France);2003;Jardin des Plantes;C5;;;;47.2193141, -1.5428001
Lamiaceae;Salvia;tesquicola Klokov.& Pobed.;;JB.Rostov ad Donum (Russie);2009;Jardin des Plantes;D1;;;;47.2200207, -1.542118
Lamiaceae;Prunella;laciniata L.;;JB.Utrecht-Pays bas;2010;Jardin des Plantes;B4;;;;47.2205218, -1.5436966
Lamiaceae;Scutellaria;baicalensis Georgi;;Kyoto Herbal Garden;2008;Jardin des Plantes;D1;;;;47.2200207, -1.542118
Lamiaceae;Isodon;longitubus Kudo;;Pépinière Akebia;2015;Jardin des Plantes;D1;;;;47.2200207, -1.542118
Lamiaceae;Callicarpa;japonica;;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/eb8029699bfa4ce56752fa3e27c63b23;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/bbb70f5e641f1dec2db22d2a6824fefb;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/393f0667275fd7947fdd409104a352a3;47.269895, -1.584717
Lamiaceae;Caryopteris;x clandonensis;;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/2a37aa7ff2b351d1974461886beb95e5;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/ec0980adb2a3e028184223943240a7a1;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/395167afe206298635023c47802e9825;47.2716, -1.584663
Lamiaceae;Rostrinucula;dependens;;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/9189fed9c6b6017d55ad24a491991636;;;47.270717, -1.585828
Lamiaceae;Teucrium;fruticans;;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/83f6ff18cb9cd5ada2cd6770c1893ffb;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/1b99b78c8eff9d63d7826b0e717160c2;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/093dd711c7be35109e8037fff570d0e2;47.27177, -1.582787
Lardizabalaceae;Decaisnea;fargesii;;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/3efc5cecd1b4331b726501f8bf5acf43;;;47.271145, -1.581925
Liliaceae;Tulipa;sprengeri Bak.;;J.Alp.Meyrin (Suisse);2006;Jardin des Plantes;C5;;;;47.2193141, -1.5428001
Liliaceae;Tulipa;turkestanica Regel;;J.B.de Prague,Rep.Tchèque;2010;Jardin des Plantes;D3B;;;;47.2202573, -1.5419327
Lythraceae;Punica;granatum;;;;Jardin d'agronomie tropicale du Grand-Blottereau;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/8753297bd3ab14d1eb76ab6df0572d85;;;47.22668, -1.512263
Magnoliaceae;Magnolia;x;Joe Mc Daniels;Pépinière municipale du Grand Blottereau;2015;Jardin des Plantes;B6;;;;47.2202904, -1.5436506
Magnoliaceae;Magnolia;stellata;;Pépinière municipale du Grand Blottereau;2016;Jardin des Plantes;B6;;;;47.2202904, -1.5436506
Magnoliaceae;Liriodendron;tulipifera;Fastigiata;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/f0f4f2171736117bf062df9fbfff1709;;;47.269233, -1.584317
Magnoliaceae;Liriodendron;tulipifera;;;;Jardin d'agronomie tropicale du Grand-Blottereau;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/03e7e84aedddc2dbf20c1338fac446c8;;;47.227313, -1.512197
Magnoliaceae;Magnolia;grandiflora;Ferruginea;;1973;Jardin des Plantes;B3;;;;47.220075, -1.5444508
Magnoliaceae;Magnolia;;Heaven Scent;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/5113732f69a962a74d8dc3a7fddfde50;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/439136a76b0d3b1513131e9242a5db66;;47.269694, -1.58165
Malvaceae;Sida;napaea Cav.;;J.B. Kaunas (Lituanie);2011;Jardin des Plantes;C3;;;;47.2198464, -1.5432582
Malvaceae;Cola;acuminata;;;;Jardin d'agronomie tropicale du Grand-Blottereau;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/b9172a6d07996d02132744b78919cd66;;;47.226967, -1.51185
Malvaceae;Tilia;cordata;Lico;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/f722a7f0256e1e35e08ac7922ae1f5c5;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/eea35515a57550a9e7a9c14adcc831f0;;47.269428, -1.584575
Malvaceae;Tilia;mongolica;;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/d8bb0d939f4408d2b0c8a6ecdfe7a354;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/a408f54c6e2267553483fb745edb61a8;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/b7fa403324bd43b531fb10e502b0ee48;47.27095, -1.580345
Malvaceae;Tilia;x europaea;;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/cdb1a018807683d32fd8d3d2e4a64907;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/a75a2a35dab9dd8e6fa97b0e9cf0fb60;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/4d031b02b446e6494616ca97948195ae;47.2693, -1.582528
Myrtaceae;Acca;sellowiana;;Pépinière Municipale;1996;Jardin des Plantes;A12;;;;47.22098, -1.5430278
Myrtaceae;Leptospermum;grandiflorum;;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/33f0a33615e33cacedfacbddf54cad24;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/ab0aa022e693f58fd7917d4630a18dc0;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/a9b8effd88fc8c451288eb24597d7105;47.270767, -1.58588
Myrtaceae;Ugni;molinae;;;2015;Jardin des Plantes;A2;;;;47.2208871, -1.5444631
Nyssaceae;Davidia;involucrata var. vilmoriniana;;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/4313d4e072bf83bc1192f3b8e8cbdfb6;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/cbdca18861c8edf58bb9065dd360c713;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/a53bf7c8f052787c476fb7029527f330;47.271242, -1.581605
Oleaceae;Fontanesia;fortunei;;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/b495ca72ad7dee6c9e3a85bd27eed1b0;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/b1e3e8489e7725d2c3b6ae0dab4608ec;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/649bb46fc773539c4557b314ff6baa5d;47.270175, -1.5859
Oleaceae;Fraxinus;sieboldiana;;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/d420b5a200a7dd4725bc65cd8fca2ad8;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/8b1b11af1f1d501e91b73fe7d16cfea8;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/f40a9cafc9eddc71414a89fbc7644f46;47.271025, -1.584887
Oleaceae;Jasminum;mesnyi;;;1973;Jardin des Plantes;A11;;;;47.2211256, -1.5428042
Oleaceae;Ligustrum;lucidum;Excelsum Superbum;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/3d4016845f7386e1933f50e8775b4ba3;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/d642c314ff4f605d84f74ae2f7d70b7b;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/24834677760815aafbe13b9d5382a809;47.269953, -1.584658
Oleaceae;Ligustrum;tschonoskii;;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/adbbc6eaf27ee614e9584b1a9e8f06ca;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/d3562cfdbcf8024bfcf83c9f11aca675;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/36e29465b6a4a0f55d046cf3f9d9cfe6;47.269987, -1.581537
Oleaceae;Osmanthus;armatus;;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/211993ce86e3a0ab53e1e876c73e15b3;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/6fc3bd9dc96afd8f37443d2a6b91ae24;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/8d6e2eeadb3165c7304a38ac96fcb480;47.271078, -1.58483
Oleaceae;Osmanthus;x burkwoodii;;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/b0afe2f8b62c0d37eca9e2dc3700109e;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/6c17d322ac08fc71a289e6fc391d37b4;;47.270503, -1.586458
Oleaceae;Osmanthus;x fortunei;;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/d452833963d8d0c78845d522164f8841;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/7f1c37af6d3145de109f033a0085fa1a;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/9a911f2472befb43c225e878f8dd8f49;47.270317, -1.582637
Oleaceae;Phillyrea;angustifolia;;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/1c60343091cc3dd2c82a14878c3af498;;;47.269375, -1.585413
Onagraceae;Oenothera;odorata Jacq.;;Goteborg Botanical Garden(Suède);2014;Jardin des Plantes;E3;;;;47.2187942, -1.5432752
Oxalidaceae;Averrhoa;carambola;;;;Jardin d'agronomie tropicale du Grand-Blottereau;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/113d246474a9a182f73f33e9909bd66d;;;47.226945, -1.512142
Paeoniaceae;Paeonia;caucasica  Schipcz.;;J.Alp.La Thomasia (Suisse);1996;Jardin des Plantes;B6;;;;47.2202904, -1.5436506
Papaveraceae;Macleaya;cordata R.Br.;;JBU.Hokkaido (Japon);1998;Jardin des Plantes;D3C;;;;47.2202547, -1.5418546
Papaveraceae;Dicentra;spectabilis Lem.;;;1973;Jardin des Plantes;D1;;;;47.2200207, -1.542118
Papilionaceae;Argyrocytisus;battandieri;;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/4ace445b850114235de0456b83309ac2;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/d6801620319d0b29913e2de0ea20479c;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/645b00495af1179d6410a78eac710af5;47.271792, -1.586217
Papilionaceae;Cladrastis;kentukea;;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/32e5df5b5caf0a5d5ec4366a6dae310a;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/9d19b92022252630fbb27ea4d820016d;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/5bb5076f57a69a48f4b15597f654f2f4;47.271108, -1.58292
Papilionaceae;Lespedeza;thunbergii;Gibraltar;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/991e26e2dcf0bfb54ba54ba1f7ec1c60;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/5f9252c2a2097ac6819d817badba160f;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/66a7a16d27a51ff0bb8520d0ef37d6d7;47.270912, -1.584447
Passifloraceae;Passiflora;citrina;;;;Jardin d'agronomie tropicale du Grand-Blottereau;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/56e1cf6a240f3cd5690cda938166ea6a;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/2843be1d50368af01fadeb3c6c082bb5;;47.22678, -1.512637
Pittosporaceae;Pittosporum;adaphniphylloides;;;;Arboretum Cimetière Parc;;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/9b463c37afc208be719f0ab5dd6e9e35;https://data.nantesmetropole.fr/api/explore/v2.1/catalog/datasets/244400404_collection-vegetale-nantes/files/8a59a46908b38f63c0d66b0438cf9b43;;47.271306, -1.584339
Plantaginaceae;Digitalis;lutea L.;;Botanical Garden University of Berne, Berne, Suisse;2012;Jardin des Plantes;B4;;;;47.2205218, -1.5436966
Plantaginaceae;Penstemon;fruticosus Greene;;J.Alp.U.Insbruck (Autriche);2006;Jardin des Plantes;C4;;;;47.2195866, -1.5429564
Plantaginaceae;Digitalis;trojana Ivan;;Jardin botanique Glasnevin;2010;Jardin des Plantes;C5;;;;47.2193141, -1.5428001
Plantaginaceae;Veronicastrum;sibiricum Pennell;;JB.Hokkaido (Japon);2009;Jardin des Plantes;D3A;;;;47.2201437, -1.5418754
Plantaginaceae;Digitalis;ferruginea L.;;JB.Michèle Tenore (Italie);2004;Jardin des Plantes;E2;;;;47.2190146, -1.5427585
Plantaginaceae;Pseudolysimachion;longifolium Opiz;;JB.Postdam (Allemagne);2008;Jardin des Plantes;B6;;;;47.2202904, -1.5436506
Plantaginaceae;Digitalis;obscura  L.;obscura;JB.Pruhonice (Rep.Tchèque);2008;Jardin des Plantes;C3;;;;47.2198464, -1.5432582
Plumbaginaceae;Armeria;alliacea Hoffamanns.& Link;;J.Alp.U.Lautaret (Grenoble);2004;Jardin des Plantes;B3;;;;47.220075, -1.5444508
Plumbaginaceae;Limonium;confusum Fourr.;;MNHN Paris (Fr.);2014;Jardin des Plantes;C5;;;;47.2193141, -1.5428001
